win,dealer_up_card,player_hand_val,action,ace
False,K,16,stand,False
False,J,10,double down,False
False,4,20,split,False
False,4,17,hit,False
False,4,20,split,False
False,4,12,double down,False
False,T,12,hit,False
False,9,19,double down,False
False,4,16,double down,False
False,8,11 / 21,double down,True
False,8,16,hit,True
False,K,9,double down,False
False,K,11,stand,False
False,Q,16,double down,False
True,6,16,hit,False
False,3,12,stand,False
False,9,15,hit,False
False,J,9 / 19,stand,True
False,A,20,hit,False
False,4,3 / 13,double down,True
False,A,15,hit,False
True,6,6,split,False
True,6,6,split,False
True,6,19,hit,False
True,6,6,split,False
True,6,6,split,False
True,6,13,stand,False
True,6,6,split,False
True,6,11,double down,False
True,7,19,hit,False
True,2,9 / 19,hit,True
False,J,21,hit,False
True,4,11 / 21,double down,True
False,9,8 / 18,stand,True
False,2,16,stand,False
False,K,11 / 21,double down,True
False,5,6,double down,False
False,9,17,double down,False
True,4,9 / 19,hit,True
False,Q,16,hit,False
True,5,11 / 21,double down,True
False,9,18,stand,False
False,A,4,split,False
False,A,12,hit,False
True,A,4,split,False
True,A,11,double down,False
True,4,8,double down,False
False,7,13,hit,False
True,K,10,double down,False
False,Q,16,hit,False
True,6,10 / 20,stand,True
True,A,12,double down,False
False,5,14,stand,False
False,T,18,hit,False
True,2,12,double down,False
False,4,13,stand,False
False,T,20,stand,False
False,7,19,hit,False
False,6,13,stand,False
True,Q,13,stand,False
False,A,12,double down,False
True,2,12,stand,False
False,9,18,double down,False
False,J,13,double down,False
False,4,11,stand,False
False,K,18,stand,False
True,4,9,double down,False
False,8,11 / 21,double down,True
False,A,12,stand,False
False,3,14,stand,False
True,5,10,stand,False
True,2,19,hit,True
False,4,14,stand,False
False,6,16,hit,False
True,7,19,hit,True
False,2,21,hit,False
False,K,17,double down,False
True,2,17,hit,True
False,K,16,double down,False
False,A,15,stand,False
False,Q,13,stand,False
False,3,15,double down,False
True,J,12,split,False
True,J,15,double down,False
False,J,12,split,False
False,J,16,stand,False
True,T,11,double down,False
True,A,19,stand,False
True,T,13,stand,False
False,J,14,stand,False
False,3,13,double down,False
True,5,20,double down,False
False,J,19,hit,False
False,7,19,hit,False
False,4,12,hit,False
False,2,12,hit,False
False,6,8 / 18,double down,True
False,3,3 / 13,stand,True
False,3,14,hit,False
False,9,19,hit,False
True,2,13,stand,False
False,4,14,double down,False
False,6,17,hit,False
True,4,20,stand,False
False,J,13,double down,False
False,4,15,stand,False
True,3,6,double down,False
False,6,11 / 21,double down,True
False,2,12,stand,False
True,8,20,stand,False
False,9,16,double down,False
False,7,19,hit,True
False,A,11,double down,False
True,8,8 / 18,stand,True
False,9,18,double down,False
True,5,11 / 21,hit,True
False,A,19,hit,True
False,A,14,double down,False
True,K,21,hit,False
False,5,13,stand,False
False,A,19,stand,False
True,6,18,split,False
True,6,19,stand,False
False,6,18,split,False
False,6,13,stand,False
False,8,19,stand,False
False,J,20,hit,False
True,4,15,double down,False
False,4,8 / 18,double down,True
True,3,19,hit,False
False,Q,8,split,False
False,Q,19,hit,False
False,Q,8,split,False
False,Q,14,hit,False
False,T,11,double down,False
False,K,16,hit,False
False,3,9,double down,False
True,3,14,stand,False
False,4,21,hit,False
True,6,15,double down,False
False,8,9,stand,False
False,6,14,double down,False
False,A,15,double down,False
True,T,15,double down,False
True,K,21,hit,True
False,9,18,double down,False
False,T,17,hit,False
False,6,14,hit,False
True,3,21,hit,False
True,9,20,hit,False
False,K,20,double down,False
False,K,16,hit,False
True,J,11 / 21,hit,True
True,4,17,hit,False
False,2,20,hit,False
False,5,18,hit,False
True,3,8,double down,False
True,T,8,stand,False
False,A,15,stand,False
True,7,21,hit,True
False,T,11 / 21,double down,True
False,3,12,double down,False
False,3,17,stand,False
False,K,20,double down,False
False,T,16,hit,False
False,6,16,stand,False
False,Q,20,hit,True
False,T,16,hit,False
True,7,12,stand,False
False,2,13,stand,False
True,9,15,double down,False
False,2,21,hit,False
False,8,14,stand,False
False,9,11,double down,False
False,A,14,double down,False
False,3,17,hit,False
False,J,14,double down,False
False,5,15,double down,False
True,6,17,double down,False
False,4,14,hit,True
False,8,17,hit,False
True,6,17,stand,False
True,4,16,stand,False
True,9,21,hit,False
True,7,8 / 18,double down,True
True,A,10 / 20,stand,True
False,7,9,stand,False
True,Q,18,stand,False
False,Q,20,hit,False
False,3,18,hit,False
False,6,16,hit,True
True,J,14,hit,True
True,5,11,hit,False
False,9,11,double down,False
True,Q,11,stand,False
False,5,13,hit,False
False,5,15,double down,False
False,K,17,hit,False
False,K,6 / 16,double down,True
True,A,16,double down,False
False,J,19,hit,False
False,K,13,double down,False
True,9,9 / 19,double down,True
False,8,10,stand,False
True,J,5 / 15,double down,True
True,5,20,stand,False
False,K,12,double down,False
True,K,11 / 21,double down,True
True,5,13,hit,True
False,J,14,double down,False
True,5,4 / 14,stand,True
False,8,20,double down,False
False,K,7,stand,False
True,3,9,stand,False
False,7,14,hit,False
True,3,17,stand,False
True,5,12,stand,False
False,J,13,stand,False
False,9,15,stand,False
True,J,20,hit,False
False,A,15,hit,False
True,8,10 / 20,stand,True
False,Q,15,hit,False
True,9,8,double down,False
False,2,18,double down,False
False,7,12,double down,False
True,Q,20,hit,True
False,J,14,double down,False
True,8,20,hit,True
False,3,19,hit,False
False,T,19,hit,False
False,7,5,stand,False
False,9,4,double down,False
True,K,18,stand,False
True,6,17,stand,False
False,T,12,stand,False
False,K,12,hit,False
False,Q,11,double down,False
False,5,16,hit,False
False,3,13,double down,False
False,T,12,stand,False
False,A,19,hit,False
True,8,15,hit,True
False,9,21,hit,False
False,Q,14,hit,True
False,Q,16,double down,False
True,T,14,stand,False
False,Q,10,stand,False
False,5,13,stand,False
False,6,14,stand,False
False,8,15,double down,False
False,3,13,stand,False
False,J,10,stand,False
False,3,10,double down,False
True,2,7 / 17,stand,True
True,T,6,double down,False
False,7,18,hit,False
True,A,19,stand,False
True,J,14,double down,False
False,8,15,hit,False
False,4,16,double down,False
True,J,11 / 21,double down,True
False,3,13,hit,True
True,9,20,hit,False
True,6,16,double down,False
False,K,15,hit,False
False,J,17,stand,False
False,6,15,double down,False
False,Q,10,stand,False
False,2,16,stand,False
False,T,7,stand,False
False,Q,9,stand,False
False,K,16,hit,False
False,9,16,stand,False
False,A,16,stand,False
True,Q,15,stand,False
False,K,13,hit,False
True,6,13,double down,False
True,8,21,hit,False
False,J,8 / 18,double down,True
False,9,17,hit,False
False,6,21,hit,True
False,8,12,stand,False
False,8,15,stand,False
False,8,13,double down,False
False,9,5,double down,False
False,6,17,stand,False
False,9,11,stand,False
True,3,16,stand,False
False,T,16,hit,True
False,7,18,double down,False
False,9,14,hit,False
True,3,12,double down,False
True,3,7,stand,False
True,5,13,stand,False
False,6,12,stand,False
True,7,11,double down,False
False,6,15,stand,False
False,J,19,hit,True
False,5,18,stand,False
True,J,11 / 21,stand,True
False,5,17,double down,False
True,8,18,stand,False
True,Q,13,double down,False
False,5,19,hit,False
True,A,20,hit,False
False,7,20,double down,False
False,K,18,stand,False
False,A,4,split,False
False,A,12,double down,False
False,A,4,split,False
False,A,7,stand,False
False,6,10 / 20,double down,True
False,8,21,hit,False
True,J,7,double down,False
False,T,15,hit,False
False,5,11,stand,False
False,5,14,double down,False
False,9,17,stand,False
False,A,18,double down,False
True,6,7,hit,False
False,5,19,stand,False
False,A,17,hit,False
False,4,21,hit,True
False,J,20,hit,False
False,4,6,stand,False
False,3,18,stand,False
False,9,13,stand,False
False,Q,19,double down,False
False,A,17,hit,True
False,3,21,hit,True
True,3,16,stand,False
False,J,15,stand,False
False,8,13,hit,False
False,K,16,double down,False
False,8,9 / 19,double down,True
False,8,13,double down,False
True,T,18,double down,False
False,Q,16,double down,False
False,5,4,double down,False
False,J,14,stand,False
False,A,18,hit,False
False,4,7,double down,False
False,T,20,stand,False
False,A,18,hit,False
False,5,20,hit,False
True,7,8,double down,False
True,Q,17,double down,False
True,5,11 / 21,stand,True
False,A,20,hit,False
False,8,16,hit,False
False,2,19,hit,False
True,9,14,double down,False
False,J,11,double down,False
True,4,12,stand,False
False,T,10,stand,False
True,2,11,double down,False
True,2,6,split,False
True,2,10 / 20,hit,True
False,2,6,split,False
False,2,13,stand,False
False,9,18,hit,False
False,8,17,hit,False
False,T,16,double down,False
False,6,19,stand,False
False,8,7,stand,False
False,4,18,double down,False
False,K,14,hit,True
False,Q,6 / 16,double down,True
True,T,17,double down,False
False,J,12,double down,False
False,7,15,stand,False
False,2,19,double down,False
False,7,19,hit,False
False,A,14,hit,False
False,4,17,double down,False
False,A,8,stand,False
False,J,18,hit,False
False,J,20,hit,False
False,K,14,stand,False
False,2,17,hit,False
False,6,19,double down,False
False,J,17,hit,False
True,T,20,hit,False
True,K,20,split,False
True,K,16,stand,False
False,K,20,split,False
False,K,20,hit,False
True,8,15,stand,False
False,6,15,hit,False
False,8,15,double down,False
False,T,16,hit,False
False,K,13,double down,False
True,T,11,stand,False
False,5,17,double down,False
True,2,7,stand,False
False,A,19,double down,False
False,T,15,stand,False
False,8,17,hit,False
False,T,16,double down,False
False,J,13,stand,False
False,7,20,hit,False
False,J,11 / 21,double down,True
False,J,15,double down,False
False,7,14,stand,False
False,6,14,stand,False
True,Q,20,hit,False
True,A,19,hit,True
False,2,19,stand,False
True,Q,13,stand,False
False,T,10,stand,False
False,Q,13,double down,False
False,A,16,double down,False
False,9,12,stand,False
True,Q,6 / 16,stand,True
False,A,13,hit,True
False,J,17,double down,False
False,6,15,double down,False
False,Q,18,double down,False
False,A,8 / 18,hit,True
False,7,11,hit,False
False,J,13,stand,False
False,3,12,hit,False
True,7,15,stand,False
False,Q,17,hit,False
True,3,5 / 15,double down,True
False,9,13,stand,False
False,2,14,hit,True
False,8,18,stand,False
False,4,15,double down,False
True,3,20,stand,False
False,J,7 / 17,stand,True
False,K,10,double down,False
False,A,15,hit,False
False,3,16,stand,False
True,J,20,stand,False
True,2,15,double down,False
False,A,3 / 13,double down,True
False,5,16,hit,True
True,4,9,stand,False
True,K,9,stand,False
False,A,10 / 20,double down,True
True,J,13,double down,False
True,4,11,double down,False
False,Q,15,double down,False
True,5,17,stand,False
True,5,8,double down,False
True,9,21,hit,False
False,Q,17,hit,False
True,8,13,stand,False
False,4,7 / 17,double down,True
False,4,17,stand,False
False,8,13,hit,False
False,8,17,stand,False
False,4,12,hit,False
True,T,20,split,False
True,T,11 / 21,stand,True
True,T,20,split,False
True,T,17,hit,False
False,3,13,hit,False
True,7,7,stand,False
False,4,17,double down,False
False,6,16,stand,False
True,J,13,stand,False
False,T,19,double down,False
False,A,11,double down,False
False,9,14,double down,False
True,J,20,hit,True
False,8,11 / 21,double down,True
False,3,12,double down,False
False,2,16,stand,False
False,6,15,double down,False
False,2,21,hit,True
False,Q,15,hit,False
True,6,18,stand,False
False,Q,17,hit,False
False,7,15,hit,False
True,5,11,stand,False
False,9,18,double down,False
True,A,17,double down,False
False,8,12,hit,False
False,4,4 / 14,double down,True
False,5,17,hit,False
False,6,20,hit,False
False,8,16,double down,False
False,Q,19,double down,False
True,2,17,double down,False
True,J,20,split,False
True,J,20,hit,False
False,J,20,split,False
False,J,19,double down,False
False,8,15,hit,False
False,3,13,double down,False
False,9,12,double down,False
False,T,18,stand,False
False,T,5 / 15,stand,True
True,8,4 / 14,stand,True
True,Q,12,double down,False
False,K,16,hit,False
False,2,12,double down,False
True,7,9,stand,False
True,5,11 / 21,double down,True
True,2,8,double down,False
False,6,20,double down,False
False,A,14,double down,False
False,9,14,stand,False
False,T,20,double down,False
True,3,11 / 21,double down,True
False,J,21,hit,False
True,3,9 / 19,double down,True
False,9,8,split,False
False,9,14,stand,False
False,9,8,split,False
False,9,17,hit,False
False,T,9,stand,False
True,3,11 / 21,double down,True
False,5,12,double down,False
False,8,12,double down,False
False,6,17,hit,False
False,8,14,double down,False
False,T,11 / 21,stand,True
False,7,16,hit,False
False,J,9,double down,False
False,3,16,double down,False
False,Q,8 / 18,stand,True
True,6,13,stand,False
False,T,15,stand,False
True,7,18,split,False
True,7,19,stand,False
True,7,18,split,False
True,7,13,double down,False
False,3,13,stand,False
False,7,19,hit,False
False,9,19,hit,False
True,3,20,stand,False
True,K,7 / 17,stand,True
False,T,14,double down,False
False,2,8,stand,False
False,Q,8,double down,False
False,K,15,stand,False
False,9,9 / 19,stand,True
True,2,10 / 20,double down,True
False,2,20,double down,False
False,6,18,hit,False
True,3,6,double down,False
False,2,18,hit,False
False,A,15,hit,False
True,2,5 / 15,double down,True
False,Q,12,hit,False
False,6,20,hit,False
False,8,12,double down,False
False,A,15,hit,False
False,5,15,hit,False
False,8,14,hit,False
False,3,20,hit,False
False,8,20,hit,False
False,9,15,double down,False
True,5,21,hit,True
True,4,8,double down,False
False,Q,3 / 13,double down,True
True,Q,9,stand,False
True,3,15,double down,False
False,7,11,stand,False
True,K,20,hit,False
True,2,13,stand,False
True,5,11,stand,False
True,3,4 / 14,stand,True
False,A,16,stand,False
False,T,20,double down,False
False,3,17,double down,False
False,K,14,hit,False
False,A,20,double down,False
False,9,7 / 17,stand,True
False,2,21,hit,False
True,4,5 / 15,double down,True
True,A,10,stand,False
False,K,20,stand,False
False,K,19,hit,True
False,7,15,hit,False
True,J,16,stand,False
False,5,19,double down,False
False,3,18,stand,False
True,9,13,stand,False
False,8,14,hit,False
False,Q,12,stand,False
True,3,18,double down,False
False,A,12,double down,False
False,2,20,hit,False
True,J,10,double down,False
True,7,14,double down,False
False,Q,16,hit,True
False,3,13,stand,False
False,T,8,double down,False
False,Q,18,hit,True
False,T,15,double down,False
False,K,13,double down,False
False,8,12,double down,False
False,6,11 / 21,stand,True
False,5,18,hit,True
False,4,19,double down,False
False,8,21,hit,False
False,K,17,double down,False
False,2,11,double down,False
False,8,15,hit,False
False,T,16,stand,False
False,3,19,double down,False
False,A,19,hit,False
False,6,15,double down,False
False,T,7,stand,False
False,T,15,stand,False
False,K,18,hit,False
False,6,12,double down,False
False,J,17,double down,False
False,J,12,stand,False
True,A,14,double down,False
False,9,9 / 19,stand,True
False,J,18,hit,False
True,4,17,hit,False
False,Q,21,hit,False
False,4,20,hit,False
True,T,11 / 21,hit,True
False,K,21,hit,False
False,A,18,stand,False
False,T,20,double down,False
True,6,14,stand,False
False,7,15,stand,False
True,2,17,hit,False
False,Q,16,hit,False
False,4,12,split,False
False,4,8,double down,False
False,4,12,split,False
False,4,11,stand,False
False,9,20,hit,False
False,A,11,double down,False
True,4,9 / 19,double down,True
False,5,16,hit,False
False,5,9,stand,False
False,7,12,stand,False
False,4,19,double down,False
False,Q,20,hit,False
False,J,16,hit,True
False,4,20,double down,False
False,T,12,stand,False
False,6,10,stand,False
False,A,12,double down,False
False,8,14,hit,True
False,2,18,hit,False
False,5,21,hit,False
True,5,13,stand,False
False,6,20,hit,False
False,T,12,hit,False
True,Q,11 / 21,double down,True
True,6,11 / 21,double down,True
False,7,20,hit,False
True,3,20,hit,True
False,K,19,hit,False
False,K,5,stand,False
False,K,6 / 16,stand,True
False,3,16,stand,False
True,4,10,stand,False
True,4,12,double down,False
False,4,4 / 14,double down,True
False,9,14,stand,False
False,Q,7,stand,False
False,T,16,hit,True
False,4,15,stand,False
False,2,18,double down,False
False,2,16,hit,False
True,A,2 / 12,double down,True
True,2,14,stand,False
True,Q,20,stand,False
False,4,15,stand,False
False,3,9,stand,False
False,J,16,hit,False
False,7,14,stand,False
True,5,20,hit,True
False,4,13,stand,False
False,T,7,stand,False
True,5,9 / 19,double down,True
True,6,17,stand,False
True,2,20,stand,False
True,5,21,hit,False
False,6,14,stand,False
False,8,19,stand,False
True,4,12,stand,False
False,8,15,hit,False
True,T,11 / 21,stand,True
False,A,18,hit,True
False,3,14,stand,False
False,8,12,stand,False
True,2,11,stand,False
False,Q,18,hit,False
True,K,11 / 21,double down,True
False,3,16,hit,False
False,3,19,hit,False
False,9,2 / 12,stand,True
False,9,18,hit,False
False,4,16,hit,False
True,T,10,double down,False
True,7,4 / 14,stand,True
False,7,19,hit,False
False,4,12,double down,False
False,K,10,split,False
False,K,15,stand,False
False,K,10,split,False
False,K,9,double down,False
True,9,20,stand,False
False,4,20,hit,False
False,Q,13,hit,False
False,9,15,stand,False
False,T,20,hit,False
False,8,14,double down,False
False,K,13,hit,False
True,9,14,hit,True
False,5,9,stand,False
False,A,20,double down,False
False,7,14,hit,True
False,4,8,stand,False
False,A,17,stand,False
False,7,19,hit,False
False,6,15,double down,False
False,A,13,stand,False
True,T,11 / 21,stand,True
False,6,19,stand,False
True,6,6,double down,False
True,J,11 / 21,double down,True
False,A,12,double down,False
False,T,16,stand,False
True,5,21,hit,False
False,7,19,double down,False
False,A,12,stand,False
False,4,20,hit,False
False,J,19,hit,False
False,J,17,hit,True
False,K,8,double down,False
False,3,13,hit,False
False,T,18,hit,False
True,J,13,stand,False
False,2,16,stand,False
True,6,13,double down,False
False,8,14,stand,False
False,4,11,hit,False
True,9,20,stand,False
False,5,6,stand,False
False,T,13,double down,False
True,5,5 / 15,double down,True
False,T,17,stand,False
False,5,12,hit,True
True,Q,11 / 21,stand,True
False,7,18,double down,False
False,2,14,double down,False
False,2,18,stand,False
False,K,16,hit,False
False,Q,17,double down,False
True,K,8,double down,False
False,6,16,hit,False
True,6,15,double down,False
False,A,6,stand,False
False,2,13,stand,False
False,8,14,double down,False
False,K,13,hit,True
False,2,3 / 13,stand,True
False,6,17,stand,False
False,K,11,double down,False
False,J,12,double down,False
False,3,20,hit,False
True,A,13,double down,False
True,5,21,hit,False
True,2,16,hit,False
False,T,15,stand,False
False,J,19,hit,False
False,3,19,hit,False
True,7,19,stand,False
False,2,19,double down,False
False,5,14,stand,False
False,A,15,double down,False
True,2,17,stand,False
False,J,16,stand,False
False,K,14,stand,False
False,8,14,double down,False
False,9,20,hit,False
False,8,18,double down,False
False,6,16,hit,False
False,8,14,double down,False
True,9,21,hit,True
False,Q,13,hit,True
False,A,16,stand,False
False,K,19,hit,True
False,J,15,hit,False
False,J,12,hit,False
False,7,14,stand,False
True,3,13,hit,True
False,Q,21,hit,False
False,2,12,double down,False
False,7,14,double down,False
False,2,14,hit,False
False,2,16,stand,False
False,J,12,double down,False
False,Q,18,hit,False
False,7,14,double down,False
False,T,19,double down,False
False,7,11,double down,False
False,J,15,stand,False
True,9,11 / 21,stand,True
False,7,20,stand,False
False,8,11 / 21,double down,True
True,8,12,double down,False
False,K,14,double down,False
False,6,17,stand,False
False,9,20,double down,False
True,K,18,stand,False
False,2,20,double down,False
False,6,18,hit,False
False,T,18,hit,True
True,3,20,stand,False
False,T,17,hit,False
False,2,15,hit,False
False,J,20,double down,False
False,6,16,hit,False
False,2,7,double down,False
False,T,12,stand,False
False,J,16,double down,False
False,3,18,hit,False
False,6,14,hit,True
False,9,6 / 16,double down,True
False,2,20,hit,False
False,3,18,hit,False
False,2,13,double down,False
False,8,18,split,False
False,8,19,stand,False
False,8,18,split,False
False,8,17,double down,False
False,2,10,double down,False
False,K,12,hit,False
False,5,18,hit,False
True,5,9,double down,False
True,J,16,stand,False
False,2,15,hit,False
False,2,20,hit,False
False,T,15,stand,False
True,9,4 / 14,double down,True
True,8,8 / 18,hit,True
True,5,6,double down,False
False,2,13,stand,False
True,A,6,split,False
True,A,9,double down,False
False,A,6,split,False
False,A,19,hit,False
False,K,20,stand,False
False,T,12,hit,False
False,Q,19,hit,False
False,5,17,hit,True
False,6,12,double down,False
False,7,11,stand,False
False,5,16,hit,False
False,3,13,hit,False
True,4,8,stand,False
False,4,20,double down,False
False,K,16,hit,False
False,Q,11,stand,False
False,6,18,split,False
False,6,14,double down,False
False,6,18,split,False
False,6,19,stand,False
False,A,12,stand,False
True,Q,6 / 16,stand,True
False,T,12,double down,False
False,K,18,hit,False
True,4,8 / 18,stand,True
False,K,15,hit,False
True,A,11,double down,False
True,2,20,split,False
True,2,21,hit,True
False,2,20,split,False
False,2,18,hit,False
False,7,20,hit,False
False,3,11,stand,False
False,J,11,hit,False
False,4,20,double down,False
False,9,11,stand,False
True,7,10 / 20,double down,True
False,8,8,double down,False
True,6,21,hit,False
True,5,13,double down,False
True,T,21,hit,False
False,3,19,hit,False
False,4,16,hit,True
False,8,17,double down,False
False,T,11 / 21,double down,True
False,Q,13,double down,False
True,6,8 / 18,stand,True
False,6,11,double down,False
False,A,18,hit,False
True,4,18,stand,False
False,7,18,hit,False
True,2,18,stand,False
False,2,15,double down,False
False,Q,14,stand,False
True,Q,7,double down,False
False,9,21,hit,True
False,Q,5,double down,False
False,6,16,double down,False
False,9,8 / 18,stand,True
False,A,16,hit,False
False,2,7,stand,False
True,8,19,stand,False
False,Q,10,stand,False
False,2,8,stand,False
False,J,20,double down,False
True,5,9,stand,False
False,A,20,double down,False
True,8,9,stand,False
True,4,20,stand,False
True,T,12,stand,False
False,8,4 / 14,stand,True
True,K,11 / 21,stand,True
False,Q,14,stand,False
False,Q,18,double down,False
False,7,17,hit,False
False,Q,6,double down,False
True,6,6 / 16,double down,True
False,4,18,stand,False
True,3,17,hit,False
True,2,17,double down,False
False,6,11,stand,False
False,2,14,hit,False
False,Q,20,double down,False
False,4,16,double down,False
False,9,21,hit,False
False,9,14,double down,False
False,Q,13,stand,False
False,J,3 / 13,stand,True
False,4,17,stand,False
False,6,20,hit,False
True,4,12,stand,False
True,T,10,double down,False
False,T,8 / 18,stand,True
True,3,20,stand,False
False,8,16,stand,False
False,T,6,stand,False
True,T,20,stand,False
False,T,8,stand,False
False,A,11 / 21,stand,True
False,3,13,double down,False
True,Q,11 / 21,stand,True
True,5,16,double down,False
False,5,15,hit,False
False,Q,7,stand,False
False,7,19,hit,False
False,7,17,hit,True
False,3,13,stand,False
False,5,13,hit,False
False,7,16,double down,False
False,3,16,hit,False
False,8,4 / 14,stand,True
False,A,17,hit,False
True,K,13,double down,False
False,K,20,split,False
False,K,16,double down,False
True,K,20,split,False
True,K,14,stand,False
False,A,17,hit,False
True,K,14,double down,False
True,9,11,double down,False
False,7,21,hit,False
True,T,17,double down,False
True,5,16,double down,False
False,J,6,double down,False
False,9,12,hit,False
False,A,10,double down,False
False,J,16,hit,False
False,7,20,double down,False
False,J,5 / 15,stand,True
False,2,11 / 21,double down,True
False,2,16,double down,False
True,3,11 / 21,stand,True
False,7,12,stand,False
True,8,19,double down,False
False,K,19,hit,True
True,4,11,stand,False
True,9,8,double down,False
False,J,18,hit,False
False,J,17,hit,False
True,4,13,hit,True
False,Q,17,double down,False
True,9,15,double down,False
False,9,21,hit,False
False,6,13,stand,False
False,K,17,double down,False
False,T,17,double down,False
False,9,20,hit,False
False,3,20,double down,False
False,3,14,hit,False
False,A,18,hit,True
False,A,20,stand,False
True,2,13,stand,False
False,A,12,double down,False
False,7,19,hit,True
False,5,16,hit,False
False,2,13,double down,False
True,6,12,double down,False
False,T,10,stand,False
True,2,14,stand,False
False,4,13,hit,True
False,6,13,stand,False
False,6,18,hit,False
False,J,20,hit,False
False,T,20,stand,False
True,5,13,double down,False
False,A,14,stand,False
False,4,20,hit,False
False,K,12,stand,False
False,2,21,hit,True
False,K,19,hit,False
False,3,15,hit,False
False,Q,13,hit,True
False,5,14,hit,False
True,5,13,double down,False
False,K,6,double down,False
False,7,12,stand,False
False,A,12,double down,False
False,8,11,double down,False
False,2,16,double down,False
True,K,20,stand,False
True,4,2 / 12,double down,True
False,9,15,stand,False
False,Q,16,hit,False
False,6,15,hit,False
False,Q,12,hit,False
False,6,13,hit,False
False,2,11,stand,False
True,2,21,hit,True
True,Q,21,hit,False
False,2,4 / 14,double down,True
True,4,11 / 21,double down,True
False,J,19,hit,False
False,K,11,double down,False
False,A,17,hit,True
False,4,17,hit,False
False,3,20,hit,False
False,J,17,stand,False
False,7,15,hit,False
False,6,14,double down,False
False,2,15,stand,False
False,J,8,double down,False
True,7,10 / 20,stand,True
False,K,18,double down,False
False,4,10 / 20,double down,True
False,3,17,hit,False
False,K,20,hit,False
True,8,19,stand,False
False,5,13,double down,False
False,J,18,hit,False
False,T,6,double down,False
False,7,19,double down,False
False,2,20,split,False
False,2,16,hit,True
False,2,20,split,False
False,2,20,hit,False
False,J,19,double down,False
False,6,18,split,False
False,6,19,stand,False
True,6,18,split,False
True,6,14,double down,False
False,6,19,hit,False
False,9,13,double down,False
True,6,20,stand,False
True,A,19,stand,False
False,J,8,double down,False
False,Q,13,hit,False
False,2,19,hit,False
False,3,21,hit,True
False,Q,17,hit,False
True,3,14,stand,False
False,K,6 / 16,double down,True
False,J,20,hit,False
False,4,11,double down,False
False,T,13,stand,False
True,6,13,stand,False
False,6,16,hit,False
False,5,18,hit,False
False,5,15,hit,False
False,A,18,hit,False
True,6,14,stand,False
True,9,18,hit,True
False,6,12,stand,False
True,2,9,double down,False
True,7,6 / 16,stand,True
False,9,13,stand,False
False,A,14,double down,False
False,7,13,hit,False
True,Q,15,double down,False
False,J,9 / 19,double down,True
True,2,14,stand,False
False,5,4 / 14,double down,True
False,2,12,stand,False
False,7,20,hit,False
False,9,12,double down,False
False,2,13,hit,False
False,K,20,double down,False
False,2,8,double down,False
False,3,17,stand,False
False,7,20,double down,False
True,Q,12,stand,False
False,K,13,hit,False
False,2,17,stand,False
False,2,16,hit,True
True,T,19,double down,False
False,T,16,hit,False
False,T,9,double down,False
False,3,19,hit,True
True,A,14,stand,False
False,3,15,double down,False
False,5,14,double down,False
True,7,20,stand,False
False,6,16,stand,False
False,3,16,hit,False
False,6,20,hit,False
False,7,8,double down,False
False,Q,12,double down,False
False,8,19,stand,False
False,3,7,double down,False
False,3,19,hit,False
False,A,20,hit,False
True,5,18,stand,False
False,K,16,hit,False
False,9,13,hit,False
True,6,10 / 20,double down,True
False,J,3 / 13,stand,True
False,T,14,hit,False
False,9,12,double down,False
True,J,11 / 21,hit,True
True,9,14,stand,False
False,7,21,hit,True
True,4,12,hit,False
False,7,17,stand,False
True,Q,13,double down,False
False,3,15,double down,False
False,5,14,hit,False
True,6,14,double down,False
True,8,15,hit,True
False,8,12,double down,False
False,2,15,double down,False
False,3,13,stand,False
True,6,19,stand,False
True,4,19,hit,False
False,Q,15,hit,True
True,7,8 / 18,stand,True
True,4,10,double down,False
False,3,13,double down,False
True,7,19,hit,True
False,T,13,double down,False
True,J,12,double down,False
False,Q,6,double down,False
False,4,12,double down,False
False,J,13,hit,False
False,7,6,double down,False
False,4,15,hit,True
False,T,7 / 17,double down,True
False,5,6,stand,False
False,T,16,double down,False
False,A,13,stand,False
False,5,19,hit,False
False,7,11 / 21,double down,True
False,Q,14,double down,False
False,8,19,stand,False
False,T,16,hit,False
True,J,21,hit,True
False,6,17,double down,False
False,J,14,stand,False
False,4,16,double down,False
True,6,15,double down,False
False,K,11 / 21,double down,True
False,5,10 / 20,hit,True
False,3,14,double down,False
False,8,20,stand,False
False,Q,20,hit,False
True,3,13,double down,False
False,J,14,double down,False
True,A,20,hit,True
False,K,11,stand,False
False,8,20,double down,False
False,A,18,stand,False
False,6,16,double down,False
False,9,18,hit,False
True,J,5 / 15,stand,True
False,9,21,hit,True
False,T,6,double down,False
False,3,13,hit,False
False,6,20,double down,False
True,4,18,hit,False
True,4,12,double down,False
False,K,8,hit,False
True,A,11,double down,False
False,5,20,double down,False
False,3,17,double down,False
False,2,20,hit,True
True,T,21,hit,True
True,8,17,double down,False
False,5,15,stand,False
False,6,19,double down,False
False,3,12,double down,False
False,2,19,hit,False
False,T,19,hit,False
False,K,16,hit,True
True,2,14,double down,False
False,4,20,stand,False
True,5,11,double down,False
False,7,15,double down,False
False,J,12,stand,False
False,5,17,stand,False
False,A,17,stand,False
True,7,10 / 20,stand,True
True,8,8,stand,False
False,J,12,double down,False
False,Q,21,hit,False
False,4,19,double down,False
False,5,7 / 17,double down,True
False,T,9,double down,False
False,T,7 / 17,double down,True
False,8,19,hit,False
